date,SPY,XLF,MSFT,AAPL
20060217,-0.00271,-0.003993,-0.004103,-0.003968
20060221,-0.002484,-0.003084,-0.005993,-0.017214
20060222,0.006071,0.018868,0.006782,0.032426
20060223,-0.00147,-0.003643,-0.002245,0.006029
20060224,0.002557,0.002133,-0.001125,-0.004042
20060227,0.000386,0.001824,0.015772,-0.006577
20060228,-0.009501,-0.009712,-0.006654,-0.035216
20060301,0.00889,0.00521,0.010048,0.008906
20060302,-0.000077,-0.006098,-0.006264,0.007381
20060303,-0.004638,-0.002454,-0.001483,-0.027151
20060306,-0.004582,-0.003075,-0.000743,-0.033077
20060307,-0.00156,0.003393,0.005574,0.012676
20060308,0.00211,0.000615,0.007021,-0.009802
20060309,-0.006706,-0.006144,-0.009174,-0.026348
20060310,0.009499,0.008964,0.006296,-0.011575
20060313,0.001866,0.000306,-0.002208,0.039405
20060314,0.010479,0.011639,0.004426,0.02497
20060315,0.004455,0.001211,0.004774,-0.016191
20060316,0.002065,0.003326,-0.003289,-0.02899
20060317,0.000835,0.002924,0.008434,0.005442
20060320,-0.001608,0.000604,0.014182,-0.010362
20060321,-0.006288,-0.009964,-0.005378,-0.034068
20060322,0.006096,0.007929,-0.021269,-0.002265
20060323,-0.002071,-0.004841,-0.01105,-0.024485
20060324,0.000769,-0.000304,0.005959,-0.003324
20060327,-0.001459,-0.000608,0,-0.007505
20060328,-0.006153,-0.008217,-0.004073,-0.013443
20060329,0.006268,0.004603,0.004461,0.061659
20060330,-0.001769,-0.006109,0.007772,0.006738
20060331,0.000231,0.000307,-0.000735,-0.000478
20060403,-0.00077,0.001536,0.012863,-0.001116
20060404,0.006398,0.010736,0.002903,-0.023623
20060405,0.003447,0.001821,0.003618,0.098741
20060406,-0.001069,-0.003635,-0.006489,0.059961
20060407,-0.010163,-0.009425,-0.011248,-0.020354
20060410,0.001544,0.001842,0.001468,-0.016048
20060411,-0.008479,-0.008578,-0.005863,-0.009902
20060412,0.001866,0.002163,0.00258,-0.018826
20060413,-0.001319,0.001542,-0.004779,-0.003613
20060417,-0.000388,-0.000924,-0.008496,-0.024944
20060418,0.015856,0.01849,0.014158,0.02174
20060419,0.001913,0.00121,-0.00698,-0.008608
20060420,0.001375,0.002115,0,0.03016
20060421,0.000152,-0.001206,0.004439,-0.008724
20060424,-0.00183,0.000302,-0.001473,-0.019242
20060425,-0.004125,-0.006037,0,0.006388
20060426,0.00023,0.00577,-0.000369,0.029923
20060427,0.004831,0.0157,0.005535,0.017755
20060428,0.003358,0.009512,-0.113761,0.01485
20060501,-0.008139,-0.015607,0.005797,-0.011223
20060502,0.007515,0.006282,-0.011527,0.029023
20060503,-0.00373,-0.000892,-0.034985,-0.006702
20060504,0.003591,0.002083,0.011653,-0.000141
20060505,0.008831,0.014252,0.015358,0.010685
20060508,-0.001207,-0.004098,-0.002941,0
20060509,0.001964,0.001764,-0.004635,-0.011963
20060510,-0.000528,0.000587,0.006351,-0.006054
20060511,-0.012071,-0.016422,-0.023138,-0.034703
20060512,-0.013058,-0.010137,-0.002153,-0.006603
20060515,0.002012,0.006928,0.003021,0.001329
20060516,-0.001467,-0.001197,-0.006047,-0.041452
20060517,-0.019024,-0.020066,-0.012169,0.004309
20060518,-0.005045,-0.008863,0.004399,-0.031873
20060519,0.007052,0.005242,-0.011827,0.021051
20060522,-0.007632,-0.002454,0.014184,-0.017517
20060523,-0.007611,-0.00492,-0.003933,-0.003629
20060524,0.007989,0.000618,0.031154,0.003009
20060525,0.012364,0.008956,0.010213,0.01563
20060526,0.005089,0.008264,-0.000842,-0.012141
20060530,-0.01776,-0.014875,-0.02403,-0.036649
20060531,0.011182,0.007088,-0.021598,-0.023685
20060601,0.009568,0.011628,0.007506,0.040154
20060602,0.002097,0.005747,-0.002629,-0.008203
20060605,-0.014574,-0.016241,-0.011424,-0.026922
20060606,-0.002439,-0.002446,-0.016444,-0.004617
20060607,-0.007491,0.003371,-0.004067,-0.01939
20060608,-0.000874,0.001833,0.003176,0.03748
20060609,-0.003181,-0.003354,-0.008593,-0.025016
20060612,-0.01085,-0.011012,-0.00958,-0.037812
20060613,-0.011614,-0.019487,-0.009212,0.023333
20060614,0.007752,-0.005994,0.017201,-0.012344
20060615,0.021215,0.022215,0.008684,0.030724
20060616,-0.007251,-0.006311,0.001359,-0.03065
20060619,-0.007862,-0.006914,0.020362,-0.006254
20060620,0.003396,0.002848,0.000443,0.00472
20060621,0.007414,0.008204,0.02305,0.006786
20060622,-0.0044,-0.003756,-0.008666,0.029727
20060623,-0.000161,-0.006598,-0.016608,-0.012588
20060626,0.00442,0.008855,0.014222,0.00272
20060627,-0.008641,-0.009718,0.001753,-0.026445
20060628,0.006779,0.005381,0.013123,-0.024552
20060629,0.0202,0.021096,0.013394,0.05266
20060630,-0.000314,-0.002775,-0.007252,-0.028828
20060703,0.00448,0.01175,0.017167,0.011874
20060705,-0.005712,-0.009474,-0.014768,-0.016368
20060706,0.002912,0.003085,0.005567,-0.021605
20060707,-0.006513,-0.004922,-0.007666,-0.006634
20060710,0.001896,0.006801,0.008584,-0.00722
20060711,0.004415,0.000307,-0.017021,0.011818
20060712,-0.010674,-0.009822,-0.019913,-0.048338
20060713,-0.016263,-0.015809,-0.016784,-0.013406
20060714,-0.003871,-0.004094,0.001348,-0.030239
20060717,-0.001457,0.001898,0.008524,0.03355
20060718,0.005108,0.00221,0.011566,0.01012
20060719,0.013874,0.026457,0.029024,0.022684
20060720,-0.006842,-0.003989,-0.023504,0.118299
20060721,-0.00705,-0.005545,0.044639,0.003636
20060724,0.018233,0.013011,0.005446,0.011528
20060725,0.003566,0.002446,0.009167,0.008271
20060726,0.001342,-0.00122,0.006193,0.031359
20060727,-0.000946,-0.005803,-0.020517,-0.007359
20060728,0.010023,0.017819,0.01592,0.034543
20060731,-0.001016,-0.001509,-0.007835,0.036134
20060801,-0.004928,-0.003023,-0.002909,-0.011477
20060802,0.00676,0.001819,0.012922,0.014588
20060803,0.002655,0.004237,-0.003704,0.02098
20060804,-0.001713,0.00211,0.003304,-0.018537
20060807,-0.00195,-0.002105,-0.002882,-0.015959
20060808,-0.00422,-0.007233,0.004955,-0.036155
20060809,-0.003375,-0.01184,0.004108,-0.01837
20060810,0.003071,0.004916,0.000818,0.007548
20060811,-0.002826,-0.003057,-0.001226,-0.006555
20060814,0.000787,0.001227,0.004093,0.004556
20060815,0.011958,0.016845,0.007338,0.039256
20060816,0.009018,0.005422,0.003249,0.023025
20060817,0.001849,0.003295,0,-0.005737
20060818,0.005076,0.001493,0.04413,0.004735
20060821,-0.004285,-0.003876,0.012796,-0.019879
20060822,-0.000077,-0.000299,-0.019142,0.015926
20060823,-0.002767,-0.002994,0.001952,-0.004585
20060824,-0.000848,0.003303,0.002727,0.007428
20060825,0.001234,-0.005388,0.004274,0.013862
20060828,0.004776,0.007222,0.003868,-0.025745
20060829,0.00115,-0.004183,-0.004239,-0.007465
20060830,0.000613,0.003,-0.001548,0.00722
20060831,-0.000153,0.001197,-0.003876,0.013292
20060901,0.005971,0.001494,0.005447,0.007811
20060905,0.001902,0.00358,-0.008901,0.045335
20060906,-0.00881,-0.00327,0,-0.020285
20060907,-0.004597,-0.007754,-0.007029,0.039555
20060908,0.002848,0.005711,0.006685,-0.003846
20060911,0.000998,0.000598,0.012109,-0.000276
20060912,0.009815,0.012843,0.000772,0.001793
20060913,0.004025,0.007372,0.001928,0.021616
20060914,0.000076,0.002342,0.013472,-0.000404
20060915,0.002339,0.003032,0.019749,-0.000944
20060918,0.001364,-0.001171,-0.002235,-0.002834
20060919,-0.002497,0.001759,0.002613,-0.001624
20060920,0.005311,0.006731,0.011914,0.020198
20060921,-0.00483,-0.006977,-0.010302,-0.008105
20060922,-0.003033,0.001756,-0.008922,-0.022103
20060925,0.007682,0.010228,0.010878,0.037671
20060926,0.008303,0.005496,0.009276,0.024554
20060927,0.001198,-0.004603,0.008824,-0.015462
20060928,-0.000374,0.003468,-0.001458,0.007852
20060929,-0.000823,-0.00288,-0.001825,-0.00039
20061002,-0.003743,-0.002311,0.000366,-0.02754
20061003,0.002104,0.009844,0.000366,-0.010419
20061004,0.011698,0.012041,0.020826,0.017549
20061005,0.001927,-0.000567,-0.000716,-0.007296
20061006,-0.001258,-0.003401,-0.001791,-0.008152
20061009,0.000593,0.002844,-0.005382,0.005524
20061010,0.001333,0,-0.001082,-0.010988
20061011,-0.001183,-0.002552,-0.005417,-0.007858
20061012,0.00866,0.005118,0.024691,0.027721
20061013,0.002568,0.00396,0.005315,-0.003189
20061016,0.001537,-0.005354,0.00282,0.005065
20061017,-0.003142,0,-0.000352,-0.014721
20061018,0.001319,0.002833,0.002813,0.003231
20061019,0.001611,-0.006497,-0.008065,0.059842
20061020,0.000219,-0.001137,0.004949,0.012153
20061023,0.004604,0.006547,0.000703,0.018887
20061024,0.002982,-0.000283,-0.005975,-0.005033
20061025,0.003409,0.004243,0.001061,0.007773
20061026,0.003108,0.007042,0.001413,0.006244
20061027,-0.006269,-0.007552,-0.000353,-0.021657
20061030,-0.000725,0.000282,0.006704,0.000124
20061031,-0.000145,-0.001691,0.006309,0.008207
20061101,-0.006749,-0.006209,0.003483,-0.02368
20061102,-0.000585,-0.00284,-0.001388,-0.002274
20061103,-0.001755,0,-0.00139,-0.008736
20061106,0.011279,0.011678,0.003829,0.018138
20061107,0.003838,0.002252,0.003814,0.010036
20061108,0.002164,0.004214,0.001036,0.024096
20061109,-0.005255,-0.006713,0.009662,0.010794
20061110,0.000434,0.008167,-0.000684,-0.00264
20061113,0.002459,-0.001117,0.003762,0.014798
20061114,0.007505,0.005873,-0.000733,0.007706
20061115,0.002865,-0.00139,-0.003712,-0.011176
20061116,0.002571,0.009744,0.012019,0.01856
20061117,0.000285,-0.007444,-0.002375,0.002803
20061120,0.00057,0.006389,0.016667,0.007222
20061121,0.000996,-0.001656,0.001004,0.024633
20061122,0.001991,0.001106,0,0.0193
20061124,-0.004045,-0.004971,-0.005348,0.014616
20061127,-0.013751,-0.015543,-0.009409,-0.022809
20061128,0.004335,0.001692,-0.003053,0.025352
20061129,0.01043,0.006192,0.006125,-0.000109
20061130,0.000427,-0.001958,-0.007102,-0.001525
20061201,-0.002206,-0.005886,-0.008174,-0.003709
20061204,0.007631,0.014096,0.007212,-0.00219
20061205,0.004317,0.004726,-0.006819,0.001646
20061206,-0.000846,0.001383,-0.004806,-0.015777
20061207,-0.004373,-0.002487,-0.004829,-0.031059
20061208,0.001842,0.003047,0.019064,0.014017
20061211,0.002899,0.005523,0.004762,0.005552
20061212,-0.000776,0.000824,-0.003724,-0.029408
20061213,0.001058,0.001098,0.004077,0.033782
20061214,0.008811,0.008498,0.017597,-0.005615
20061215,0.000088,0.002474,0.003991,-0.009373
20061218,-0.00274,0.004918,-0.009937,-0.02565
20061219,0.001902,-0.000816,0.003346,0.009828
20061220,-0.000563,0.003265,0.003334,-0.017958
20061221,-0.003658,-0.00434,-0.003656,-0.021944
20061222,-0.006143,-0.004903,-0.011341,-0.008444
20061226,0.005897,0.009034,0.011808,-0.008394
20061227,0.006569,0.007054,0.001,0.000123
20061228,-0.002105,-0.00458,-0.001332,-0.007973
20061229,-0.004149,-0.005683,-0.004003,0.049091
20070103,-0.001765,0.004899,0,-0.012258
20070104,0.002122,-0.00325,-0.001675,0.022196
20070105,-0.007976,-0.008424,-0.005703,-0.007121
20070108,0.004625,0.004933,0.009784,0.004938
20070109,-0.00085,-0.001636,0.001002,0.08307
20070110,0.003332,0.003278,-0.010013,0.047856
20070111,0.00438,0.006262,0.035064,-0.012371
20070112,0.007597,0.001082,0.016612,-0.012317
20070116,-0.001955,0.002703,-0.001602,0.02621
20070117,0.00042,-0.002695,-0.001926,-0.022142
20070118,-0.003356,-0.004054,-0.003215,-0.061927
20070119,0.001964,0.002985,0.003548,-0.006399
20070122,-0.003081,-0.000812,-0.012536,-0.019322
20070123,0.00295,-0.000542,0.000651,-0.012559
20070124,0.008053,0.010295,0.011386,0.011669
20070125,-0.01174,-0.014481,-0.020585,-0.00519
20070126,-0.000703,0.001905,0.004926,-0.010087
20070129,-0.000774,-0.004889,-0.002288,0.006559
20070130,0.005209,0.003821,-0.001638,-0.004538
20070131,0.006723,0.008157,0.012467,0.002104
20070201,0.005983,0.006472,-0.009721,-0.011548
20070202,0.001383,0.001876,-0.012107,0.000118
20070205,0.000276,-0.000267,-0.019212,-0.009557
20070206,0.000276,0.004548,-0.003377,0.002502
20070207,0.002209,0.003728,-0.004744,0.023767
20070208,-0.001308,-0.003184,-0.003745,0.000348
20070209,-0.007447,-0.010647,-0.009569,-0.033767
20070212,-0.003404,-0.002421,-0.00138,0.019335
20070213,0.008435,0.007281,0.006565,-0.002945
20070214,0.006567,0.009639,0.012745,0.007917
20070215,0.001305,0.001591,0.002041,-0.001055
20070216,-0.00048,-0.000265,-0.02444,-0.00446
20070220,0.002127,0.005297,0.003132,0.012613
20070221,-0.000411,-0.004215,0.018037,0.038417
20070222,-0.000754,-0.003968,0.001363,0.003475
20070223,-0.003908,-0.009296,-0.016672,-0.004916
20070226,-0.000895,-0.007239,0.005882,-0.004715
20070227,-0.039058,-0.046719,-0.04128,-0.053243
20070228,0.010251,0.018414,0.010764,0.008102
20070301,-0.00298,-0.001113,-0.00284,0.028956
20070302,-0.013095,-0.011417,-0.011748,-0.018952
20070305,-0.009519,-0.015775,-0.007568,0.010653
20070306,0.01711,0.020893,0.010167,0.021665
20070307,-0.001002,-0.005887,-0.007905,-0.005329
20070308,0.008455,0.009024,-0.010503,0.003192
20070309,0.000284,0.002515,-0.001098,-0.000341
20070312,0.001492,0,0.005497,0.021598
20070313,-0.019434,-0.02983,-0.026239,-0.016357
20070314,0.00745,0.002299,0.025449,0.0181
20070315,0.001364,0.012041,-0.00438,-0.004778
20070316,-0.002787,-0.003738,0.001833,0.000223
20070319,0.012055,0.006568,0.018295,0.017189
20070320,0.005492,0.009078,0.000359,0.003841
20070321,0.016457,0.022772,0.024425,0.026126
20070322,-0.000768,-0.006047,-0.008766,0.000959
20070323,0.001467,0.001106,-0.008843,-0.004683
20070326,-0.001325,-0.004972,0.007138,0.024914
20070327,-0.002374,-0.006108,-0.017718,-0.004069
20070328,-0.00728,-0.01257,-0.002886,-0.023256
20070329,0.001058,0.005092,0.00398,0.00547
20070330,0.000211,0.002815,0.004324,-0.00896
20070402,0.001127,-0.009262,-0.004665,0.007965
20070403,0.010763,0.012465,0.004686,0.009076
20070404,0.001114,0,0.022605,-0.002434
20070405,0.002711,0.00056,0.001754,0.004349
20070409,0.001387,-0.00028,0.000701,-0.010879
20070410,0.001177,0.004476,-0.00595,0.006407
20070411,-0.00408,-0.008354,-0.010211,-0.017613
20070412,0.004444,-0.001685,0.015297,-0.00432
20070413,0.004562,0.004219,0.002453,-0.021152
20070416,0.009496,0.02437,0.004194,0.013187
20070417,0.002658,-0.000273,0.004177,-0.011812
20070418,0.001224,0.011488,-0.008666,0.000553
20070419,-0.000272,-0.001352,0.003147,-0.001438
20070420,0.009441,0.005145,0.011502,0.007755
20070423,-0.003768,-0.002694,-0.00827,0.027921
20070424,0.000405,-0.002971,0.000347,-0.002887
20070425,0.009182,0.013546,0.006947,0.022608
20070426,0.001137,-0.001604,0.003794,0.036624
20070427,-0.000802,-0.001339,0.035052,0.010927
20070430,-0.008293,-0.007775,-0.005976,-0.001201
20070501,0.002563,0.001891,0.015364,-0.003307
20070502,0.005852,0.004315,0.006908,0.009249
20070503,0.005417,0.009398,0.011761,0.0001
20070504,0.003791,0.003458,-0.013239,0.004084
20070507,0.000199,0.001326,0.004908,0.03085
20070508,-0.001325,-0.002118,0.001303,0.01097
20070509,0.00272,0.005306,0.000972,0.017323
20070510,-0.010453,-0.014252,-0.006494,0.004304
20070511,0.008557,0.01071,0.010137,0.013043
20070514,-0.002187,-0.004768,0.00259,0.005702
20070515,0.000266,-0.002396,0.000969,-0.016825
20070516,0.006841,0.011473,0.005502,-0.001674
20070517,-0.001979,-0.005012,-0.002897,0.019564
20070518,0.008724,0.002651,-0.004842,0.0053
20070521,-0.000524,0.001058,0.007136,0.017815
20070522,-0.000787,0.000792,-0.011594,0.013931
20070523,0.000131,-0.000792,-0.003584,-0.005725
20070524,-0.009053,-0.00898,-0.013407,-0.019488
20070525,0.004171,0.001866,0.010275,0.02647
20070529,0.003626,0.004256,0.010171,0.006425
20070530,0.008145,0.006887,0.010393,0.038653
20070531,-0.001042,-0.002894,-0.013497,0.020384
20070601,0.004957,0.003166,-0.003262,-0.02303
20070604,0.00013,-0.001315,0.004086,0.024747
20070605,-0.003958,-0.006057,-0.004395,0.011044
20070606,-0.01075,-0.008479,-0.009483,0.007907
20070607,-0.018045,-0.016836,-0.02212,0.00347
20070608,0.013011,0.011688,0.014517,0.003393
20070611,0.001721,0.004567,-0.000998,-0.034541
20070612,-0.010906,-0.01364,-0.005663,0.001581
20070613,0.014968,0.01898,0.01809,-0.023924
20070614,0.006386,-0.001597,0.004278,0.010638
20070615,0.005663,0.003568,-0.000983,0.014737
20070618,-0.001176,-0.000267,0.000656,0.038091
20070619,0.002485,0.004274,-0.001639,-0.011432
20070620,-0.013897,-0.017553,-0.014773,-0.017063
20070621,0.005558,0.001624,0.006998,0.019334
20070622,-0.009409,-0.012703,-0.024156,-0.007264
20070625,-0.004782,-0.007939,0,-0.005366
20070626,-0.010278,-0.009382,0.001017,-0.021988
20070627,0.014229,0.015042,0.011856,0.018721
20070628,-0.000133,-0.001646,-0.001339,-0.010911
20070629,0.000332,-0.005498,-0.012068,0.012276
20070702,0.009041,0.008568,0.009162,-0.006391
20070703,0.003623,0.00877,0.009415,0.048738
20070705,-0.00105,-0.008422,-0.000999,0.043878
20070706,0.005257,0.004932,-0.000667,-0.00339
20070709,0.000131,-0.004089,-0.003337,-0.01489
20070710,-0.013595,-0.021079,-0.018078,0.015498
20070711,0.00709,0.003356,0.005455,0.000302
20070712,0.01579,0.018395,0.019668,0.012689
20070713,0.00298,0.003831,-0.008314,0.0273
20070716,-0.000129,-0.003544,0.007042,0.002686
20070717,-0.000517,0.003283,0.024972,0.005865
20070718,-0.001809,-0.012817,0.004552,-0.005686
20070719,0.003884,-0.003315,0.019082,0.013611
20070720,-0.010125,-0.017461,-0.011108,0.026786
20070723,0.003062,-0.000564,0.000963,-0.000348
20070724,-0.017341,-0.02512,-0.012504,-0.061309
20070725,0.002049,0.004632,-0.002922,0.017571
20070726,-0.023679,-0.023631,-0.023771,0.063675
20070727,-0.01966,-0.015644,-0.019676,-0.014726
20070730,0.015643,0.018891,0.000337,-0.016823
20070731,-0.011263,-0.031783,-0.013946,-0.068373
20070801,0.004872,0.011246,0.010693,0.02459
20070802,0.00799,0.006613,0.007509,0.011037
20070803,-0.025745,-0.042699,-0.018967,-0.033996
20070806,0.016759,0.051154,0.020024,0.025788
20070807,0.01067,0.007122,0.000338,-0.001626
20070808,0.013941,0.023866,0.015228,-0.007555
20070809,-0.029634,-0.035971,-0.023333,-0.056861
20070810,-0.004677,-0.004478,-0.020137,-0.010998
20070813,0.003593,-0.008995,-0.002786,0.02232
20070814,-0.015286,-0.017549,-0.009081,-0.029423
20070815,-0.013775,-0.008931,-0.006013,-0.033298
20070816,0.007516,0.030143,-0.01032,-0.02377
20070817,0.018367,0.040724,0.015822,0.042802
20070820,-0.000484,-0.013333,0.000354,0.001311
20070821,0.002005,0.00705,-0.006723,0.043774
20070822,0.011868,0.002625,0.005344,0.038724
20070823,-0.000886,0.001455,0.002835,-0.010867
20070824,0.012353,0.003486,0.018021,0.032273
20070827,-0.009304,-0.011581,-0.011107,-0.022543
20070828,-0.02198,-0.029877,-0.019656,-0.041059
20070829,0.019621,0.012077,0.02363,0.057247
20070830,-0.002661,-0.006265,-0.004897,0.016184
20070831,0.009853,0.013209,0.009842,0.016367
20070904,0.010096,0.007704,0.002785,0.041017
20070905,-0.008653,-0.012055,-0.011454,-0.051332
20070906,0.002301,-0.00744,0.015098,-0.012796
20070907,-0.013907,-0.010195,-0.016257,-0.023998
20070910,-0.001917,-0.003332,0.001406,0.03749
20070911,0.011661,0.010334,0.015801,-0.008924
20070912,0.002576,0.002106,0,0.010038
20070913,0.007033,0.016512,0.00795,0.002557
20070914,-0.000067,0.003544,-0.004115,0.011735
20070917,-0.005373,-0.009417,-0.010847,-0.002882
20070918,0.02944,0.03773,0.007137,0.018134
20070919,0.005903,0.006298,-0.008987,-0.001065
20070920,-0.007042,-0.012233,-0.008716,-0.003267
20070921,0.002684,0.0039,0.008086,0.027368
20070924,-0.001842,-0.013873,0.015012,0.028651
20070925,-0.001978,-0.002052,0.016503,0.033046
20070926,0.005284,0.000294,-0.002026,-0.002677
20070927,0.005914,0.011744,-0.000339,0.011324
20070928,-0.003331,-0.004063,-0.001017,-0.006667
20071001,0.011273,0.018939,0.010526,0.018694
20071002,-0.001361,0.011438,-0.002355,0.013503
20071003,-0.002012,-0.002262,-0.008333,-0.003344
20071004,0.001561,0.005951,0.008743,-0.010639
20071005,0.011882,0.010986,0.004376,0.033345
20071008,-0.005326,-0.013653,0,0.040013
20071009,0.009418,0.008475,0.00871,-0.000298
20071010,-0.001662,-0.005602,0.004322,-0.006374
20071011,-0.004801,-0.005352,-0.010586,-0.02734
20071012,0.005532,0.006514,0.008693,0.030967
20071015,-0.008444,-0.020259,-0.004309,-0.001636
20071016,-0.007935,-0.018667,0.009321,0.015571
20071017,0.003056,-0.000585,0.025066,0.018693
20071018,-0.00363,-0.012592,0.002574,0.004342
20071019,-0.026157,-0.033215,-0.031771,-0.017752
20071022,0.005813,0.01227,0.011269,0.023119
20071023,0.008104,0.005455,0.012783,0.067676
20071024,-0.001845,-0.007535,0.011327,-0.001236
20071025,0.002377,-0.000911,0.02368,-0.016942
20071026,0.011723,0.024316,0.09503,0.010504
20071029,0.00332,0.002967,-0.013132,0.002112
20071030,-0.006942,-0.015385,0.028927,0.010319
20071031,0.010388,0.013522,0.034861,0.015775
20071101,-0.023408,-0.05129,0.006792,-0.013214
20071102,0.001126,-0.005,0,0.002294
20071105,-0.007606,-0.017902,-0.008905,-0.008996
20071106,0.013462,0.016949,-0.008712,0.030132
20071107,-0.027356,-0.054717,-0.024444,-0.028626
20071108,-0.005071,0.010313,-0.021959,-0.058151
20071109,-0.013727,-0.007573,-0.029073,-0.05754
20071112,-0.009921,0.00365,-0.010376,-0.070206
20071113,0.03048,0.046942,0.03565,0.105359
20071114,-0.002769,-0.003789,-0.01538,-0.022652
20071115,-0.014424,-0.025357,-0.00501,-0.010896
20071116,0.001718,-0.007805,0.009775,0.012721
20071119,-0.013924,-0.026876,-0.003813,-0.014664
20071120,0.006121,-0.021893,0.018257,0.029887
20071121,-0.020465,-0.015496,-0.010122,-0.00231
20071123,0.017293,0.023785,-0.003506,0.018283
20071126,-0.022063,-0.033481,-0.033421,0.005841
20071127,0.011494,0.018028,0.00273,0.013145
20071128,0.031984,0.059722,0.019359,0.030948
20071129,0.00034,-0.008847,-0.003264,0.022583
20071130,0.010056,0.024793,0.000298,-0.011232
20071203,-0.006592,-0.008065,-0.020238,-0.018439
20071204,-0.008938,-0.018537,-0.004556,0.005311
20071205,0.01674,0.01491,0.042112,0.031645
20071206,0.014314,0.032321,0.011713,0.024004
20071207,-0.000199,-0.013283,-0.000579,0.022886
20071210,0.007753,0.021154,0.006661,-0.000463
20071211,-0.02742,-0.050534,-0.018987,-0.029193
20071212,0.009871,-0.007603,0.010851,0.012303
20071213,-0.002075,-0.000333,0.021758,0.005082
20071214,-0.012679,-0.021993,0.002555,-0.007507
20071217,-0.014269,-0.010562,-0.026055,-0.031462
20071218,0.005583,0.000689,0.010177,-0.007701
20071219,0,0.00585,0.001439,0.000765
20071220,0.006307,-0.007184,0.020983,0.022335
20071221,0.014342,0.018315,0.015203,0.035789
20071224,0.007426,0.018095,0.01442,0.025218
20071226,0.002144,-0.007042,0.00082,0.000754
20071227,-0.012571,-0.020263,-0.017482,-0.00191
20071228,-0.002506,-0.002413,0.00417,0.006345
20071231,-0.0074,-0.000346,-0.014396,-0.008757
20080102,-0.008755,-0.019703,-0.010674,-0.016357
20080103,-0.000483,-0.006347,0.004259,0.000462
20080104,-0.024506,-0.028389,-0.02799,-0.076335
20080107,-0.000849,0.002557,0.00669,-0.013385
20080108,-0.016148,-0.03643,-0.033516,-0.035972
20080109,0.01051,0.018904,0.029596,0.047591
20080110,0.006554,0.017069,-0.003194,-0.007692
20080111,-0.008069,0.003283,-0.012234,-0.02994
20080114,0.008063,0.013818,0.014155,0.035265
20080115,-0.022013,-0.041248,-0.01134,-0.05448
20080116,-0.008613,0.016835,-0.022647,-0.055608
20080117,-0.025916,-0.050773,-0.003611,0.00783
20080118,-0.010268,-0.011628,-0.00302,0.002921
20080122,-0.010147,0.021569,-0.0309,-0.035449
20080123,0.024021,0.071017,-0.001876,-0.106451
20080124,0.008442,0.000358,0.04134,-0.024965
20080125,-0.014446,-0.026155,-0.009323,-0.041224
20080128,0.016536,0.035688,-0.006679,0
20080129,0.004954,0.015275,-0.003668,0.011768
20080130,-0.007358,-0.020294,-0.01227,0.004865
20080131,0.018234,0.040714,0.012422,0.024058
20080201,0.016088,0.018531,-0.065957,-0.011894
20080204,-0.012609,-0.028976,-0.008532,-0.015701
20080205,-0.026774,-0.040597,-0.037098,-0.017395
20080206,-0.008052,-0.011573,-0.01892,-0.056895
20080207,0.006614,0.009147,-0.014025,-0.00623
20080208,-0.006421,-0.016679,0.015647,0.034972
20080211,0.00511,-0.022124,-0.012255,0.031638
20080212,0.009271,0.027526,0.004608,-0.035458
20080213,0.010223,-0.00367,0.021877,0.036361
20080214,-0.0088,-0.027256,-0.015884,-0.014992
20080215,-0.000222,0.015903,-0.002807,-0.022203
20080219,0.002812,-0.001491,-0.004926,-0.019658
20080220,0.002952,0.011571,0.001775,0.013423
20080221,-0.008314,-0.017712,-0.004252,-0.018414
20080222,0.006158,0.021788,-0.014947,-0.017114
20080225,0.012609,0,0.00578,0.002344
20080226,0.0075,0.008824,0.019397,-0.004927
20080227,-0.001012,0.004373,-0.004228,0.031976
20080228,-0.009767,-0.031205,-0.011677,0.056522
20080229,-0.022284,-0.032584,-0.02614,-0.037641
20080303,-0.002391,-0.01355,-0.007717,-0.026316
20080304,-0.00382,-0.005494,0.02223,0.023741
20080305,0.006316,-0.007893,0.019206,-0.001044
20080306,-0.020698,-0.034606,-0.019556,-0.028596
20080307,-0.010301,0.00206,0.010881,0.010915
20080310,-0.013183,-0.028372,0.006458,-0.020941
20080311,0.035938,0.065595,0.04385,0.063999
20080312,-0.009351,-0.01668,-0.0222,-0.010366
20080313,0.002208,-0.002423,-0.000349,0.015155
20080314,-0.015496,-0.02834,-0.023061,-0.010396
20080317,-0.010107,-0.022917,0.01216,0.000948
20080318,0.041543,0.084008,0.039576,0.048055
20080319,-0.02477,-0.026357,-0.027192,-0.023716
20080320,0.018431,0.071436,0.019567,0.027763
20080324,0.019988,0.012918,-0.000343,0.046972
20080325,0.000965,-0.003001,-0.001028,0.010392
20080326,-0.012236,-0.036117,-0.019904,0.02894
20080327,-0.003153,-0.015613,-0.017857,-0.033159
20080328,-0.009565,-0.022601,-0.004991,0.019679
20080331,0.003498,0.008925,0.01684,0.003426
20080401,0.03516,0.070366,0.039461,0.042022
20080402,0.000659,-0.000751,-0.011522,-0.013643
20080403,0.002487,0.004511,-0.005487,0.027934
20080404,-0.001095,-0.013473,0.005517,0.009696
20080407,0.000511,0.00607,0,0.018356
20080408,-0.001022,-0.011312,-0.01406,-0.019565
20080409,-0.007236,-0.016781,0.00487,-0.00916
20080410,0.001399,-0.006206,0.007615,0.020536
20080411,-0.019409,-0.019126,-0.028513,-0.047946
20080414,-0.003374,-0.023478,-0.007779,0.00435
